date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Raisins,Spinach,Sprouts,Squash,Strawberries,Tomato,Turnip,Watermelon,Yams
2013-10-01,3,0,0,0,54,4,0,0,0,16,32,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,22,33,0,14,0,0,1,0,3,0,0,0,0,0,0,0,0
2013-11-01,2,0,0,0,0,4,1,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,21,14,0,0,1,0,2,0,0,0,0,4,0,0,0
2013-12-01,0,0,1,0,50,2,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,0,0,2,0,31,0,13,0,0,0,0,2,13,58,0,0,0,0,0,0
2014-01-01,2,0,0,72,0,4,1,0,0,0,30,0,0,34,0,0,0,0,0,0,0,0,0,15,16,16,24,0,0,0,54,4,90,0,0,0,0,53,15,15,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,20,4,38,1,0
2014-02-01,3,0,1,0,57,5,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,100,34,0,0,0,0,0,16,0,0,3,0,35,0,0,0,0,1,0,3,0,0,0,0,4,0,2,0
2014-03-01,4,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,36,0,0,4,0,29,0,0,0,0,7,0,0,0,0,19,29,0,12,0,0,1,0,0,0,0,0,0,0,0,2,0
2014-04-01,3,0,0,0,50,4,2,0,0,7,29,0,15,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,52,4,0,30,0,0,0,51,11,0,0,0,7,0,0,0,13,0,0,1,0,0,0,0,51,0,4,76,0,0
2014-05-01,0,0,1,0,0,4,1,29,0,0,29,0,0,0,8,0,0,0,59,0,0,14,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,51,0,14,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,4,37,1,0
2014-06-01,0,0,0,0,0,4,1,0,0,8,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,55,8,0,39,0,0,0,32,0,27,0,0,0,0,2,0,0,0,21,0,0,1,0
2014-07-01,4,0,0,0,55,4,0,32,50,0,0,0,0,0,0,0,0,0,0,34,0,16,0,0,0,0,0,16,0,28,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,28,0,0,1,0,2,14,0,56,0,0,0,4,0
2014-08-01,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,100,0,0,16,41,14,3,0,35,22,29,0,2,0,0,2,0,65,0,0,4,0,1,0
2014-09-01,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,8,0,0,0,0,22,0,0,28,0,2,0,0,2,15,0,0,0,4,0,1,0
2014-10-01,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,17,0,15,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,33,21,14,0,0,1,0,2,0,0,55,0,0,0,0,0
2014-11-01,4,0,1,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,33,0,15,0,0,0,16,0,0,0,0,0,0,0,32,91,0,0,0,8,0,0,14,2,0,33,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-12-01,4,0,0,0,52,4,0,0,48,0,31,0,0,0,0,0,0,0,62,0,0,15,0,0,0,0,0,45,0,27,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,36,0,1,0,0,0,0,0,0,4,0,0,0
2015-01-01,2,0,0,0,53,3,0,0,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,42,32,0,0,37,0,0,0,0,14,0,0,0,0,0,0,0
2015-02-01,3,0,1,0,57,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,16,18,0,0,16,44,0,0,0,0,0,0,0,0,0,11,16,0,0,3,0,35,0,0,0,0,0,0,2,0,0,58,23,4,0,2,0
2015-03-01,2,0,0,0,0,2,0,30,0,0,0,0,0,0,8,0,0,0,0,0,20,0,0,0,0,15,0,14,38,0,0,0,0,0,0,0,0,0,7,0,37,0,2,0,31,0,26,0,2,0,0,2,13,58,0,0,4,0,0,0
2015-04-01,2,0,1,0,0,2,2,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,15,16,16,0,0,0,0,0,4,0,31,0,0,0,0,15,0,0,0,2,0,63,0,23,0,2,1,0,0,14,0,0,20,0,40,0,0
2015-05-01,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,0,15,15,0,0,38,0,53,0,0,0,0,0,0,0,0,14,0,0,0,0,30,0,13,35,0,0,0,0,0,0,0,20,4,0,1,0
2015-06-01,3,42,0,0,54,2,1,0,0,0,0,0,0,0,0,0,5,0,0,33,0,0,0,0,0,17,24,0,0,14,0,5,0,32,0,0,0,57,12,15,40,0,2,0,33,0,14,0,2,0,0,2,0,61,0,0,4,0,3,0
2015-07-01,2,0,1,0,48,4,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,3,0
2015-08-01,7,0,0,0,46,8,2,27,0,0,28,48,0,0,8,0,0,14,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,48,0,27,0,0,0,18,28,0,12,32,0,0,0,3,18,54,47,0,3,0,2,0
2015-09-01,2,19,0,0,0,5,1,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,1,0,1,0,0,100,19,4,37,3,0
2015-10-01,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,13,0,12,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,6,34,1,0
2015-11-01,3,0,2,0,0,4,0,0,0,6,26,0,14,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,4,0,0,77,0,0,0,6,0,0,0,0,0,27,18,12,63,1,2,0,1,12,52,0,0,6,0,0,0
2015-12-01,2,0,1,0,44,6,1,0,0,6,0,46,0,0,0,0,0,0,0,0,17,13,0,0,0,13,0,12,0,0,0,7,0,0,0,0,0,0,6,31,0,11,2,0,27,0,11,0,0,0,0,1,23,50,67,0,0,33,2,0
2016-01-01,4,0,1,55,0,5,0,0,0,0,23,0,12,26,6,0,3,24,0,24,0,0,0,0,12,12,0,11,0,0,0,3,69,35,0,0,0,41,11,11,0,0,2,0,0,0,20,27,1,0,83,1,10,45,0,15,0,0,1,0
2016-02-01,2,0,0,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,12,12,0,0,0,0,0,3,0,0,0,0,0,41,11,11,0,0,2,0,0,0,10,28,0,1,0,1,0,46,0,16,3,0,0,0
2016-03-01,1,0,1,0,0,2,1,0,0,5,0,0,0,0,12,0,0,0,0,23,0,0,0,0,12,12,17,0,29,38,0,3,0,22,0,0,0,39,5,22,0,0,3,0,23,0,15,0,1,1,0,1,10,43,0,15,11,0,2,0
2016-04-01,4,0,0,0,38,4,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,10,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,1,20,44,0,15,3,0,1,0
2016-05-01,2,15,2,0,37,4,0,0,0,0,0,38,0,0,0,0,0,0,0,23,0,11,0,0,12,0,17,11,28,10,39,0,0,33,0,0,0,0,5,21,0,0,0,0,56,15,10,0,0,0,0,1,0,0,0,0,3,0,5,0
2016-06-01,4,0,0,0,0,7,2,0,0,6,0,0,12,0,6,0,3,0,0,0,0,0,3,11,0,12,0,11,59,10,0,3,0,23,0,0,0,0,6,11,0,0,2,0,36,0,17,0,1,2,0,1,20,45,0,15,3,30,2,100
2016-07-01,2,0,0,0,0,2,1,0,41,6,26,0,0,29,0,0,0,0,0,0,0,0,0,12,14,0,0,13,0,0,0,0,0,27,0,0,0,0,0,13,32,0,0,0,53,17,0,0,1,1,0,1,23,0,0,0,3,0,6,0
2016-08-01,3,0,0,62,44,5,2,0,0,6,0,46,0,29,7,14,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,21,0,0,3,0,41,0,17,62,0,1,0,2,11,0,0,0,3,0,1,0
2016-09-01,2,17,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,14,0,0,0,12,48,0,81,27,0,0,0,0,7,13,0,11,0,0,28,0,12,0,0,1,0,3,0,0,46,18,3,0,2,0
2016-10-01,0,0,0,0,41,2,1,0,0,6,0,0,13,0,0,13,0,0,0,0,0,0,0,0,13,0,19,12,0,0,0,3,0,25,0,0,0,43,0,12,0,0,2,0,100,0,0,0,0,1,0,0,11,0,42,0,0,0,0,0
2016-11-01,2,17,1,0,43,2,1,26,0,6,0,45,0,0,0,14,0,0,0,27,0,0,0,0,0,13,0,12,0,33,45,4,0,26,0,0,0,0,6,12,0,0,2,0,26,0,0,0,0,1,0,1,0,49,44,0,3,0,0,0
2016-12-01,5,0,0,0,0,2,0,0,0,0,24,0,0,27,0,26,0,0,0,0,16,12,0,0,0,12,0,12,30,0,0,3,0,0,0,72,0,0,8,0,0,0,0,0,33,16,0,0,1,1,0,0,0,47,0,16,0,31,0,0
2017-01-01,3,0,0,0,40,2,1,0,0,6,24,0,12,40,0,0,0,0,0,0,16,11,3,11,0,12,0,17,0,10,0,3,71,48,0,0,0,0,9,11,0,0,2,0,24,0,31,0,0,0,0,0,10,46,0,0,0,0,1,0
2017-02-01,3,17,0,0,44,4,1,0,0,6,0,46,0,29,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,11,0,4,0,26,0,0,0,45,10,18,0,0,4,0,27,17,19,31,0,0,0,1,0,0,44,0,0,33,2,0
2017-03-01,5,0,0,0,38,3,0,23,0,0,0,0,0,25,6,12,0,0,46,0,0,0,0,11,0,11,17,11,0,0,0,0,0,23,0,0,0,39,5,16,0,10,0,0,34,0,10,26,1,1,0,1,10,0,38,0,0,0,1,0
2017-04-01,1,0,0,0,0,3,1,0,0,6,0,0,12,0,0,25,0,0,47,24,0,0,0,0,0,12,0,0,0,0,0,0,0,23,0,0,0,0,6,17,29,0,0,0,24,0,10,0,0,0,0,1,0,0,0,0,6,0,1,0
2017-05-01,0,17,0,0,44,4,1,26,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,33,23,0,4,0,26,0,0,0,0,0,13,0,0,0,17,0,0,11,0,0,1,0,2,0,50,0,17,0,0,1,0
2017-06-01,0,21,0,0,0,4,2,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,4,0,16,16,0,0,0,0,0,4,0,31,0,0,0,0,0,30,0,0,0,0,48,0,27,0,2,1,0,0,14,60,0,0,0,0,1,0
2017-07-01,0,0,0,0,48,5,2,0,0,0,0,100,0,32,0,0,0,15,0,0,0,0,0,0,15,15,0,0,0,37,0,0,0,0,0,0,0,100,0,14,0,0,0,0,29,19,12,34,0,1,0,1,0,0,0,19,0,0,2,0
2017-08-01,0,0,1,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,4,0,0,0,0,0,47,0,26,0,0,0,0,28,0,0,0,1,1,0,1,0,0,69,18,5,0,2,0
2017-09-01,2,0,0,0,0,3,1,28,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,21,27,0,12,0,0,0,28,0,0,0,0,7,40,0,12,2,0,0,0,12,33,1,0,0,2,0,0,0,0,7,0,1,0
2017-10-01,0,0,0,0,0,2,1,0,42,13,0,0,0,0,0,29,0,0,55,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,19,0,0,2,0,64,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0
2017-11-01,2,18,1,0,0,2,0,0,0,7,0,0,14,0,0,15,0,0,0,0,0,0,0,13,15,14,0,13,35,12,0,0,0,28,0,0,0,49,7,20,0,18,0,19,29,19,12,33,3,2,0,0,0,0,48,0,3,0,0,0
2017-12-01,4,19,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,14,0,14,0,0,0,0,0,4,0,0,0,0,0,0,14,21,0,0,2,0,58,19,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2018-01-01,2,0,0,0,93,2,2,0,0,0,0,0,14,31,8,0,0,0,0,0,0,0,0,0,22,0,21,0,0,0,0,0,0,42,0,0,0,0,10,13,0,0,2,0,28,18,18,65,1,2,0,1,12,71,47,0,7,0,1,0
2018-02-01,6,20,0,0,0,1,2,0,46,0,30,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,23,0,38,0,0,12,0,30,0,0,0,0,7,0,36,0,0,0,30,0,13,0,0,1,0,0,0,0,0,0,4,38,1,0
2018-03-01,2,0,1,0,0,3,1,27,0,10,27,0,29,0,0,0,0,0,56,28,0,26,0,0,0,14,0,0,0,0,0,5,0,41,0,0,0,48,7,13,0,0,4,0,42,0,30,0,1,1,0,1,12,0,47,0,0,0,2,0
2018-04-01,2,18,0,0,0,5,1,0,43,0,0,0,14,0,0,0,0,0,0,28,18,13,4,13,0,0,21,0,35,0,0,6,0,0,0,0,0,48,7,13,0,0,0,0,28,0,16,0,0,0,0,1,0,0,0,27,5,0,2,0
2018-05-01,2,19,1,0,49,6,0,0,45,0,29,0,0,32,0,0,0,0,0,60,0,14,0,0,0,15,22,14,0,13,0,4,0,59,0,0,0,0,7,28,0,0,2,0,0,0,13,0,2,1,0,0,13,0,0,0,0,0,1,0
2018-06-01,2,0,0,68,0,4,0,0,0,0,0,50,15,0,8,16,4,15,0,60,0,14,4,0,0,15,0,14,36,12,0,4,0,29,0,0,0,50,7,28,0,12,4,0,45,19,13,0,0,0,0,2,0,0,50,0,4,0,5,0
2018-07-01,5,0,1,0,0,4,2,0,0,7,0,0,0,0,8,0,0,0,0,0,0,14,0,0,15,14,0,20,0,0,100,0,0,0,82,0,0,50,7,14,0,0,0,0,29,0,12,0,1,0,0,1,0,0,0,0,0,0,3,0
2018-08-01,2,0,0,0,0,4,0,0,0,0,28,49,0,0,0,0,4,0,57,0,0,0,0,0,0,0,0,13,36,12,49,0,0,28,0,84,0,0,10,13,35,12,0,0,72,0,16,0,0,1,100,0,12,0,0,0,7,0,2,0
2018-09-01,2,0,0,0,95,4,1,0,0,7,0,0,0,0,0,0,0,0,56,29,0,13,4,0,0,0,0,13,0,12,49,0,0,0,0,0,0,0,7,20,0,12,0,0,29,0,18,0,0,1,0,1,0,0,48,0,0,0,1,0
2018-10-01,3,18,1,0,0,3,0,0,43,7,0,0,0,0,0,0,0,14,56,29,0,0,0,0,0,0,0,26,0,12,49,0,0,56,0,0,0,48,7,0,0,12,0,0,28,0,12,0,0,1,0,1,0,53,94,18,3,0,0,0
2018-11-01,2,20,1,0,100,3,1,0,0,0,0,0,15,0,8,0,0,0,0,0,0,14,4,0,0,15,0,0,0,13,53,0,0,30,0,0,0,0,7,14,0,13,2,0,0,0,0,35,2,1,0,2,0,0,0,20,0,0,0,0
2018-12-01,4,0,0,0,0,3,3,0,0,7,0,0,0,0,8,16,0,0,60,0,0,0,8,14,16,0,0,0,0,26,53,4,0,30,0,0,0,0,7,14,37,0,2,0,0,0,39,0,0,1,0,2,0,57,0,0,0,0,0,0
