date,Apple,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Lychee,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Raisins,Spinach,Squash,Sweet Potato,Tomato,Watermelon,Cassava
2017-02-01,4,0,2,4,9,0,9,11,0,0,0,0,0,15,0,12,0,0,0,0,0,24,0,7,0,0,0,0,0,34,0,0,5,5,6,8,2,20,0,0,3,9,0
2017-03-01,8,0,2,6,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,31,0,17,0,10,0,0,0,0,37,0,0,0,9,0,5,4,0,0,0,35,3,0,0
2017-04-01,3,0,0,8,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,7,0,0,0,0,0,0,12,0,0,0,6,8,0,0,0,0,0,10,0
2017-05-01,3,0,2,4,9,0,0,10,0,0,0,0,57,0,0,12,0,0,0,0,0,11,0,7,0,0,0,0,0,0,11,0,15,0,0,4,0,10,0,0,3,7,0
2017-06-01,3,65,0,8,10,0,0,12,0,0,0,0,0,0,0,0,0,23,0,36,0,0,0,0,0,0,0,0,44,0,0,0,5,0,6,0,0,0,0,41,9,7,0
2017-07-01,3,0,0,10,10,0,0,11,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,7,0,0,42,0,0,0,12,0,5,0,0,0,2,10,32,0,0,7,0
2017-08-01,3,0,0,15,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,0,20,2,0,0,0,0,0,0,0,0,0,6,4,0,0,0,37,5,10,34
2017-09-01,3,0,0,0,0,49,0,0,0,0,0,68,0,16,0,26,0,0,0,0,0,38,66,7,3,0,0,0,0,0,19,0,7,0,6,4,3,0,0,80,4,7,0
2017-10-01,4,0,0,4,0,0,0,0,0,63,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,5,5,0,4,2,0,0,0,4,11,0
2017-11-01,5,0,2,4,10,48,0,0,0,0,0,67,0,16,0,13,0,11,0,0,58,12,0,0,0,10,0,0,0,0,0,0,5,5,6,8,0,0,0,39,0,7,0
2017-12-01,3,0,3,7,10,0,0,0,0,0,0,73,0,17,0,14,16,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,0
2018-01-01,3,0,2,5,10,0,0,17,0,0,0,0,0,0,0,13,0,11,0,35,0,19,0,7,0,0,43,0,0,0,0,0,5,0,6,0,0,21,0,0,6,0,0
2018-02-01,12,0,2,7,9,47,0,0,0,0,0,65,0,30,12,0,14,11,0,33,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,10,0,38,3,7,34
2018-03-01,7,0,3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,22,0,6,2,0,0,31,0,0,0,0,6,4,11,4,0,18,0,0,5,13,31
2018-04-01,0,0,0,7,0,0,0,10,6,0,0,0,0,14,0,23,0,0,0,0,0,11,0,0,0,0,39,0,0,0,11,0,0,0,11,0,0,9,30,36,5,0,0
2018-05-01,3,0,2,9,0,42,9,10,5,0,0,59,0,0,0,0,13,10,0,0,0,11,0,0,0,0,0,31,0,0,0,0,9,0,11,4,0,9,0,0,7,0,0
2018-06-01,7,0,2,4,9,44,0,0,0,0,0,0,0,14,0,12,0,10,0,31,0,11,58,6,2,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,13,0
2018-07-01,4,0,0,9,21,0,8,0,0,0,0,0,0,27,0,0,0,9,0,0,0,21,55,12,0,0,0,30,0,0,10,7,6,0,5,0,0,0,0,34,0,6,0
2018-08-01,3,0,2,7,16,0,8,0,0,0,0,0,0,27,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,5,3,0,0,0,33,4,0,0
2018-09-01,7,0,2,6,8,0,8,0,5,0,0,0,0,0,0,11,0,0,0,0,0,11,0,6,0,0,0,0,36,0,11,7,5,0,5,5,0,9,0,0,2,9,0
2018-10-01,4,0,0,6,8,42,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,6,0,0,0,0,36,0,0,0,5,0,8,0,0,0,0,34,2,0,0
2018-11-01,3,0,0,6,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,21,0,0,3,7,0
2018-12-01,6,0,2,4,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,9,4,0,0,0,0,3,8,0
