date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carambola,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Kale,Kumquat,Lettuce,Mushrooms,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon
2016-05-01,2,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,4,0,0,0,0,0,0,0,2,7,0,0,48,0,0,0,0,0
2016-06-01,3,9,0,0,1,2,7,11,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,51,0,0,3
2016-07-01,1,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2016-08-01,2,0,0,0,2,3,0,0,0,0,0,100,0,0,100,0,0,0,0,59,0,0,0,0,0,0,0,0,0,10,0,0,0,56,0,0,2,0,0,0,0,0,0,0,2,4
2016-09-01,2,0,0,0,1,4,0,0,0,0,0,0,0,0,97,0,0,0,8,0,0,0,0,100,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2016-10-01,1,0,0,0,2,5,7,0,0,0,0,0,88,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
2016-11-01,0,0,0,0,3,7,6,0,0,0,0,84,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0
2016-12-01,0,0,45,0,2,4,0,0,0,0,0,0,0,0,80,0,0,0,0,0,15,0,0,80,0,0,0,0,0,15,5,0,0,0,0,0,2,6,0,45,0,0,0,0,2,2
2017-01-01,1,0,42,0,2,3,6,0,0,6,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
2017-02-01,1,8,47,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,0,0,0,0,0,8,0,0,0,0,2,0,2,0,0,0,46,0,0,0,2,0
2017-03-01,1,0,0,0,3,5,0,10,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0
2017-04-01,2,0,0,0,2,2,7,0,0,10,0,92,0,0,92,0,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,93,2,0,0,0,0,0,0,0,2,3
2017-05-01,2,0,0,0,0,5,7,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2017-06-01,1,0,58,0,1,5,0,24,0,8,0,0,0,59,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,59,0,0,0,0,0,3
2017-07-01,1,0,58,0,1,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,8
2017-08-01,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,10,0,0,58,0,0,0,0,7,0,3,0,0,9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,6
2017-09-01,0,0,0,0,2,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
2017-10-01,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,90,0,7,0,0,0,52,0,0,0,0
2017-11-01,1,0,0,0,2,3,0,9,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2017-12-01,1,0,0,0,2,5,0,9,0,0,0,0,0,0,0,0,0,9,0,44,0,1,0,78,0,0,2,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,86,0,0
2018-01-01,1,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,8,0,0,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
2018-02-01,2,0,0,74,3,10,0,9,0,0,0,0,0,44,0,0,8,0,0,0,0,0,0,77,5,48,0,0,0,7,0,0,6,0,2,0,2,0,0,44,0,0,0,0,1,2
2018-03-01,1,0,0,0,2,5,0,8,0,5,0,71,0,41,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,2,0,0,5,0,0,80,0,0,0,0,2
2018-04-01,0,0,0,0,2,6,19,10,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,2
2018-05-01,1,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,8,0,0,0,0,2,0,2,0,0,0,0,48,46,47,2,0
2018-06-01,0,0,0,0,3,8,0,0,0,0,0,85,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,95,2,0,2,0,0,49,0,0,0,48,0,4
2018-07-01,1,8,0,82,0,7,0,10,0,0,0,0,0,0,0,0,9,0,0,50,8,1,0,85,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,74,0,0,2,5
2018-08-01,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,4,0,0,0,0,51,0,0,0,3
2018-09-01,1,0,48,83,2,4,6,0,10,0,100,0,0,0,0,10,9,0,0,100,8,1,0,0,6,53,0,0,0,0,6,0,0,48,2,0,2,7,0,0,0,100,0,0,2,2
2018-10-01,1,0,47,81,1,4,0,19,0,0,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
2018-11-01,1,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,6,47,0,1,0,0,0,100,0,0,0,8,0,0,0,0,2,0,2,6,0,0,0,47,0,60,2,0
2018-12-01,1,0,0,0,3,4,0,9,0,0,0,76,0,0,0,9,8,0,0,87,21,2,0,0,5,0,2,0,0,7,0,0,0,0,3,0,2,6,0,43,0,43,0,43,1,0
