date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams,Cassava
2013-03-01,24,0,32,15,54,11,34,0,0,0,0,0,33,0,23,0,0,0,21,0,14,0,30,0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,30,0,31,0,0,0,0,0,16,0,32,0,0,0,0,34,31,0,0,15,0,10,27,23,0,0
2013-04-01,25,31,0,32,27,15,17,0,0,0,0,61,34,22,0,0,0,73,0,0,14,0,45,8,0,12,19,32,30,30,0,16,0,10,0,0,22,0,0,0,0,12,56,0,23,0,25,47,0,0,0,100,0,0,31,0,0,0,23,15,27,22,0,0
2013-05-01,12,30,0,0,53,14,22,9,0,22,32,58,33,0,0,0,30,0,0,0,13,57,0,0,0,0,27,0,0,0,0,15,22,0,0,0,0,14,30,0,30,11,0,52,22,0,18,0,21,0,26,0,0,0,30,0,20,0,44,13,0,13,0,0
2013-06-01,12,30,32,15,53,14,16,0,0,34,0,0,32,0,0,0,0,0,0,0,14,0,29,15,0,0,0,0,0,28,0,16,0,9,0,0,21,0,0,0,0,11,54,40,0,34,12,0,0,0,25,0,0,0,30,0,0,9,0,10,0,35,0,0
2013-07-01,9,0,0,0,0,18,11,0,0,0,0,0,33,21,0,0,46,0,0,10,14,0,30,0,0,11,0,0,29,29,0,0,0,0,0,0,0,14,0,0,0,23,0,0,0,0,24,0,22,0,0,0,0,0,31,0,0,0,0,10,0,14,0,0
2013-08-01,25,31,0,0,27,22,11,9,29,46,0,0,33,0,0,0,0,0,22,0,0,30,30,8,0,0,0,0,0,29,0,0,23,10,0,0,0,0,61,0,0,0,0,27,0,0,19,0,0,0,27,0,0,0,31,0,10,0,0,30,0,18,0,0
2013-09-01,14,0,0,15,53,25,33,0,0,34,0,0,33,0,22,0,0,0,0,10,0,0,29,8,0,0,0,0,0,29,0,16,0,10,0,0,21,14,30,0,61,11,54,27,0,68,12,0,0,0,26,0,80,34,30,25,10,0,0,13,0,9,0,0
2013-10-01,14,0,31,0,26,18,0,0,0,22,0,58,0,21,0,0,30,0,63,0,0,0,29,8,0,11,18,0,0,0,0,15,0,0,0,0,42,0,0,0,0,23,0,0,0,34,18,0,21,0,0,0,0,0,80,0,0,0,22,10,0,9,0,0
2013-11-01,26,0,0,0,41,11,11,0,28,34,0,0,34,0,0,0,62,72,65,10,0,0,30,8,32,12,0,0,29,0,0,16,0,0,0,0,0,0,61,0,31,12,0,27,0,34,16,23,43,0,0,0,0,0,31,0,20,10,23,10,0,14,0,0
2013-12-01,23,30,0,0,26,7,22,0,0,22,32,0,33,0,0,0,30,0,0,0,0,0,29,7,0,0,0,0,28,0,0,15,22,0,0,78,21,0,29,15,0,11,81,26,0,34,12,22,21,0,0,0,79,0,60,36,10,0,0,10,26,9,0,0
2014-01-01,18,0,31,0,0,31,26,0,27,22,0,0,0,20,0,0,29,0,21,10,13,0,0,7,0,0,0,30,0,28,0,15,22,0,0,0,21,14,0,0,30,11,53,51,0,0,23,0,20,0,25,0,0,0,59,24,0,0,21,9,0,9,0,0
2014-02-01,15,0,33,0,42,8,29,0,0,47,0,0,69,22,47,19,32,0,45,0,14,0,31,8,0,12,19,32,0,30,100,33,23,0,0,0,0,0,0,16,32,12,0,42,0,0,13,24,33,0,0,0,0,0,48,26,10,0,23,15,28,9,87,0
2014-03-01,13,0,29,0,24,7,10,8,0,0,59,0,0,0,0,0,27,0,0,0,25,27,0,14,0,0,0,0,26,0,0,14,20,9,0,0,19,0,27,0,28,0,50,24,20,0,33,0,0,0,24,0,0,0,28,0,0,9,0,12,0,12,0,0
2014-04-01,11,29,30,14,0,34,21,0,0,21,0,0,0,0,0,0,0,0,20,0,26,28,0,0,0,0,17,0,0,0,0,15,21,9,0,0,20,13,57,0,29,0,0,38,21,64,17,0,20,0,24,0,0,0,29,0,0,9,0,15,25,17,0,0
2014-05-01,20,0,0,22,50,27,15,0,0,21,30,55,31,0,21,0,0,0,0,0,13,28,41,7,29,0,17,0,0,0,0,22,0,0,0,0,0,0,28,0,0,11,0,25,0,32,11,0,20,0,0,0,75,0,28,0,9,9,21,9,25,14,0,0
2014-06-01,25,31,0,0,28,34,11,0,0,23,0,0,0,0,0,19,0,0,0,11,14,30,30,0,32,0,0,0,29,0,0,0,0,0,0,0,22,0,31,0,0,12,0,0,0,0,13,0,0,100,27,0,0,0,31,0,0,0,23,10,0,9,0,0
2014-07-01,15,0,0,16,70,23,12,0,0,35,34,0,0,0,0,0,32,74,0,0,14,0,0,8,0,12,0,32,0,30,0,16,24,0,0,83,22,0,31,0,0,0,0,28,0,36,13,24,22,0,27,0,84,0,48,0,10,0,23,31,0,9,0,0
2014-08-01,16,0,32,15,36,22,22,0,0,23,65,0,33,0,0,0,31,0,21,10,0,29,0,8,0,0,0,0,29,0,0,16,23,13,0,0,0,21,30,15,0,0,55,27,0,0,18,0,0,0,0,0,0,0,31,0,10,0,22,0,0,15,0,0
2014-09-01,23,30,31,30,26,18,0,0,0,44,0,0,32,0,22,0,30,0,21,10,13,0,29,0,30,0,0,0,0,0,0,0,0,9,0,78,0,0,44,0,0,22,0,52,0,33,18,0,21,0,0,0,0,0,74,24,0,10,44,0,0,35,0,0
2014-10-01,34,29,0,15,52,17,0,0,27,22,0,0,32,21,0,0,0,69,0,0,0,0,0,11,0,0,0,30,28,55,0,15,22,0,0,0,0,0,29,14,0,17,0,26,22,0,31,0,0,0,0,0,0,0,29,24,19,0,32,9,0,14,0,0
2014-11-01,23,30,30,15,25,21,0,0,0,22,0,0,32,0,0,17,0,0,20,10,27,28,0,17,0,11,0,0,56,28,0,15,44,9,0,0,0,14,29,15,0,22,53,26,0,0,35,0,21,0,0,0,0,0,59,0,0,0,32,24,25,0,0,0
2014-12-01,13,0,0,0,50,14,31,0,26,21,46,0,31,0,0,0,0,66,0,0,0,0,28,7,0,11,0,0,0,0,0,15,21,18,0,0,0,0,0,0,86,16,51,25,21,32,22,0,0,0,0,0,0,0,28,35,0,9,31,14,25,14,0,0
2015-01-01,22,28,0,14,24,20,10,8,25,41,29,0,30,0,21,0,28,65,0,9,13,0,0,9,0,0,0,28,0,53,0,36,20,0,0,0,19,0,27,0,0,14,0,0,0,46,22,0,29,0,24,0,0,0,37,45,9,0,20,18,24,16,0,0
2015-02-01,14,0,0,0,52,28,11,9,0,29,31,0,0,0,22,0,0,0,21,0,13,0,28,15,0,0,0,0,28,28,0,25,22,0,0,78,0,0,0,0,0,11,53,26,0,33,24,0,21,0,25,0,0,0,0,0,10,9,22,9,26,9,0,0
2015-03-01,20,26,28,13,23,28,14,0,0,29,28,0,29,0,39,0,0,0,0,27,12,25,51,0,0,10,16,0,25,0,83,27,19,0,0,0,37,0,0,0,0,20,0,23,19,0,18,0,37,0,23,0,70,0,26,0,13,9,19,20,0,8,0,13
2015-04-01,15,27,29,0,40,16,10,0,0,41,29,0,0,19,0,0,55,64,38,0,13,0,26,0,28,0,0,0,26,26,0,14,20,9,0,0,0,0,27,0,28,10,99,0,40,0,11,21,38,0,0,0,0,0,69,0,0,9,20,18,24,16,0,0
2015-05-01,12,52,41,0,34,28,14,0,0,0,0,51,29,0,0,16,26,0,18,0,24,25,25,7,0,0,16,0,25,25,0,0,19,0,0,0,0,12,26,0,26,10,47,23,0,29,17,0,18,0,0,0,0,0,35,21,0,0,0,21,23,10,0,0
2015-06-01,23,27,0,0,24,32,10,0,0,0,0,0,30,37,0,0,27,0,0,9,18,0,52,7,0,0,32,0,0,26,85,14,0,0,0,0,0,0,27,0,0,13,0,24,20,30,14,20,19,0,31,0,0,0,40,0,0,0,19,14,23,26,0,13
2015-07-01,10,27,0,14,24,16,20,0,25,0,0,0,0,0,40,0,27,64,19,0,12,0,26,7,28,0,33,0,25,26,0,14,20,8,0,0,0,0,53,27,28,10,0,24,0,0,16,0,19,0,0,0,0,0,27,22,9,9,30,12,0,13,0,0
2015-08-01,24,0,27,13,34,28,9,0,24,0,0,50,28,0,0,0,0,61,18,9,12,0,25,0,27,0,0,0,25,25,0,27,19,0,0,0,0,0,26,13,0,10,0,0,0,29,10,39,36,0,0,0,0,0,26,42,0,8,38,8,0,10,0,0
2015-09-01,14,27,0,13,23,35,29,0,0,59,0,0,29,0,0,0,26,0,0,0,0,26,26,10,0,10,16,27,25,50,0,14,20,0,0,0,0,12,26,13,0,20,48,23,20,30,21,20,18,0,22,0,0,0,53,21,0,0,0,9,46,18,72,0
2015-10-01,26,25,0,13,60,28,32,0,0,19,27,0,0,0,19,0,25,0,18,0,35,0,25,6,0,10,0,0,24,0,0,0,0,16,0,0,18,12,51,0,0,0,0,22,0,28,15,0,18,0,22,0,68,0,64,21,8,0,37,14,33,11,0,0
2015-11-01,20,26,27,0,45,40,9,0,0,19,27,0,0,18,19,0,26,60,18,9,23,25,0,6,79,10,15,0,0,0,0,26,19,8,0,67,18,0,25,0,0,0,46,68,0,57,15,0,18,0,22,0,0,0,26,21,8,0,37,16,0,8,69,0
2015-12-01,28,39,27,13,68,31,47,0,0,19,0,0,28,18,19,0,26,61,0,9,16,0,25,13,0,10,31,0,0,24,0,13,19,8,0,0,27,0,51,0,26,13,0,23,19,29,21,78,18,0,45,0,0,0,52,32,9,0,0,0,23,11,0,0
2016-01-01,14,25,26,13,43,24,9,0,0,18,0,0,0,18,18,0,0,0,0,17,15,0,24,6,0,9,15,0,47,24,0,13,19,0,0,65,17,12,50,0,25,9,0,22,19,0,17,0,17,0,22,0,0,0,38,20,8,8,18,12,22,15,0,0
2016-02-01,14,27,0,13,23,29,10,8,0,20,0,0,0,19,0,0,54,0,0,9,12,0,26,7,0,10,16,0,25,50,0,28,39,0,0,70,19,12,66,0,27,10,0,23,0,30,18,20,37,0,0,86,0,0,40,22,18,9,19,11,23,20,72,0
2016-03-01,23,0,0,0,32,29,13,0,0,36,26,47,27,17,18,0,0,0,0,0,28,23,0,0,0,9,14,0,23,23,0,25,18,0,0,0,17,0,40,0,25,12,0,29,18,55,24,18,34,0,0,0,0,0,49,30,0,0,36,16,0,7,0,0
2016-04-01,18,26,0,0,23,31,42,8,24,29,28,100,0,0,0,0,26,60,0,0,12,0,0,7,0,0,0,0,0,24,0,34,19,0,0,0,0,0,38,0,26,10,0,23,0,0,16,0,0,0,0,0,0,0,26,42,9,0,0,8,0,13,70,0
2016-05-01,13,37,26,12,36,36,32,0,0,18,26,0,27,17,0,0,25,0,0,0,0,0,24,6,0,0,0,0,23,0,0,13,18,0,0,0,0,0,24,0,0,0,45,22,18,28,15,28,35,0,32,0,0,0,25,20,0,0,18,24,0,12,68,0
2016-06-01,29,27,0,13,35,35,24,0,0,39,0,0,0,0,20,0,0,0,38,0,12,26,26,10,0,10,32,0,25,25,0,14,20,0,0,70,28,0,0,0,27,17,0,0,20,30,11,40,0,0,45,0,70,0,27,22,0,0,0,9,24,18,0,0
2016-07-01,19,27,0,0,35,48,29,0,0,30,29,0,29,25,20,16,0,0,28,9,0,26,26,7,0,0,16,0,0,25,0,14,20,8,0,0,0,13,53,13,0,10,0,24,20,0,14,0,0,0,23,0,0,0,27,0,9,0,19,9,0,26,0,0
2016-08-01,15,28,29,0,32,23,30,0,0,20,0,0,45,19,20,0,0,0,19,9,0,0,53,0,0,0,33,0,0,26,0,29,20,0,0,0,0,0,27,14,28,10,100,24,0,0,17,21,0,0,47,0,0,0,37,45,0,0,20,9,24,30,0,0
2016-09-01,36,27,29,14,60,26,0,0,25,41,30,53,30,0,20,0,0,65,0,9,13,0,27,7,28,0,16,0,26,26,0,14,0,9,0,0,38,13,0,0,0,0,100,24,0,0,16,21,39,0,0,0,73,0,55,22,0,0,20,18,24,19,0,0
2016-10-01,18,0,0,13,57,25,19,8,0,26,28,0,28,18,19,0,26,61,0,0,12,0,25,7,27,10,0,26,24,49,0,13,58,8,0,0,18,12,38,0,0,0,47,91,19,0,42,0,18,0,33,0,0,0,52,21,0,0,94,14,0,12,0,0
2016-11-01,30,26,27,0,30,28,33,8,24,19,28,0,28,18,0,16,26,61,0,9,0,0,25,0,27,10,15,0,24,49,0,27,19,8,0,0,18,12,0,0,0,0,0,34,19,29,10,0,18,0,22,0,0,0,52,21,0,0,38,17,0,13,0,0
2016-12-01,14,26,0,0,45,34,19,0,24,19,0,0,0,0,0,0,26,0,18,9,18,25,0,0,0,10,0,26,24,49,0,13,25,0,0,0,18,0,51,0,0,10,0,23,0,0,10,19,18,0,44,0,69,0,60,63,8,0,19,19,22,23,0,0
2017-01-01,12,26,27,0,67,21,18,0,0,38,0,0,0,27,19,0,0,0,27,9,23,25,25,6,0,14,0,52,72,24,81,31,19,8,0,0,18,12,25,0,0,16,46,56,19,0,15,19,0,81,22,0,0,0,51,21,0,8,19,16,22,23,0,0
2017-02-01,21,55,0,0,24,30,10,0,0,27,30,0,30,0,0,0,0,0,19,0,13,26,40,14,28,10,0,0,26,0,0,24,20,17,0,0,0,0,27,0,0,10,50,24,20,31,11,21,0,0,31,0,0,0,46,0,0,0,40,18,24,11,0,0
2017-03-01,24,71,0,0,35,26,17,7,0,18,25,0,52,33,17,0,24,0,17,0,16,0,23,12,24,0,0,0,34,45,0,18,26,7,0,0,17,0,71,0,24,9,0,28,0,0,24,18,42,0,30,0,63,0,55,19,12,8,26,13,41,9,0,0
2017-04-01,26,0,0,13,87,33,18,7,0,0,27,0,0,0,0,0,0,0,0,8,11,48,24,0,0,0,0,0,71,35,0,20,19,0,0,0,17,12,41,0,0,19,45,33,0,28,20,19,26,0,21,0,0,0,50,21,0,8,36,12,22,12,69,0
2017-05-01,29,0,0,0,34,30,18,0,0,19,27,49,28,0,28,0,25,60,18,0,12,0,0,13,0,0,15,0,24,0,0,27,19,8,100,0,18,0,51,0,26,10,0,0,0,57,15,19,18,0,22,0,0,0,26,0,17,0,0,12,22,20,0,0
2017-06-01,17,0,0,0,36,16,0,0,0,20,29,0,0,19,20,0,27,64,19,9,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,19,0,54,13,0,0,49,48,0,0,18,0,38,0,23,0,0,0,41,22,9,9,0,12,0,24,0,0
2017-07-01,13,55,28,0,48,32,24,0,0,40,0,0,29,38,0,16,27,0,0,0,12,26,26,7,0,10,0,0,38,25,0,14,30,0,0,0,0,0,53,0,27,15,0,47,20,0,27,20,0,0,23,0,71,0,27,0,0,9,0,17,0,8,0,0
2017-08-01,13,41,0,0,48,32,19,8,0,30,0,0,29,0,20,16,27,64,0,9,0,0,26,7,0,0,0,0,51,0,0,14,20,0,0,0,19,13,40,0,27,10,0,24,20,0,22,0,19,0,0,0,0,0,27,0,9,0,0,9,0,11,0,0
2017-09-01,7,85,0,14,62,30,46,0,0,31,0,0,0,39,0,0,28,0,20,0,13,0,28,7,0,0,17,0,53,27,0,20,21,0,0,0,39,13,28,14,0,21,0,25,21,0,19,0,20,0,24,0,0,0,28,34,0,0,21,14,0,8,0,0
2017-10-01,38,0,0,0,23,22,28,0,0,29,28,0,28,0,0,0,26,0,18,0,24,0,25,7,0,0,15,26,24,0,81,27,0,0,0,0,18,0,90,0,0,19,0,0,0,0,10,19,27,0,22,0,68,0,35,42,0,0,19,11,23,11,0,0
2017-11-01,33,27,0,13,23,19,19,8,0,20,57,0,58,0,0,0,0,0,28,0,12,0,0,13,27,10,0,27,25,34,0,14,0,0,0,0,0,12,26,13,0,10,0,47,20,60,32,20,19,0,34,0,0,0,80,22,0,0,39,17,23,16,73,0
2017-12-01,18,0,28,0,23,45,19,0,0,30,0,0,29,0,0,0,0,0,19,9,24,0,0,10,27,10,0,0,0,25,0,14,20,0,0,0,37,12,26,0,0,15,48,0,0,30,18,20,19,0,0,0,0,0,0,43,9,0,19,11,0,12,0,0
2018-01-01,24,0,27,0,23,25,19,0,0,38,27,0,56,0,0,0,26,60,18,0,20,25,25,6,0,10,0,0,24,49,0,40,19,0,0,0,18,0,51,0,0,0,46,34,0,29,20,0,0,0,22,0,68,0,38,0,0,8,19,14,22,8,0,0
2018-02-01,13,28,0,14,48,10,20,0,0,51,88,0,90,29,20,16,41,65,19,0,0,27,53,7,0,0,33,0,0,26,0,33,0,0,0,0,0,13,54,0,0,10,0,24,0,0,22,0,29,0,23,0,0,0,82,0,54,9,20,18,24,0,0,0
2018-03-01,21,25,26,0,22,35,13,0,0,27,26,0,27,35,18,0,25,0,0,8,11,24,24,6,0,0,0,0,23,23,78,19,18,0,0,65,17,0,37,12,0,23,0,33,0,28,10,0,35,0,21,0,0,0,25,20,20,0,18,24,22,12,0,0
2018-04-01,8,25,0,0,22,12,23,0,0,19,54,0,0,35,19,0,0,59,18,8,11,0,25,11,26,9,15,51,36,24,80,39,37,0,0,0,18,0,37,0,0,10,46,37,37,0,27,19,0,0,43,0,66,0,51,21,12,12,19,16,0,11,0,0
2018-05-01,15,25,0,0,44,21,9,0,0,18,0,0,0,0,37,0,25,0,35,13,11,0,48,0,0,19,15,25,47,35,0,13,37,0,0,0,0,0,49,0,0,9,0,22,18,0,10,37,44,79,53,80,0,0,25,20,0,8,18,11,43,27,0,0
2018-06-01,8,25,26,25,33,18,13,0,0,19,26,48,27,52,18,0,0,58,17,0,11,0,24,0,26,0,15,0,0,35,78,19,24,8,0,0,0,0,25,12,25,0,45,22,18,28,10,0,0,0,21,0,0,27,37,40,8,8,54,13,0,27,67,0
2018-07-01,17,25,26,0,43,18,18,0,23,18,26,0,0,0,18,0,0,0,0,0,15,24,24,6,0,9,15,0,0,23,0,13,18,0,0,65,0,0,37,0,25,9,44,22,0,28,15,0,17,0,21,0,0,0,33,0,0,0,18,8,22,15,0,0
2018-08-01,15,27,28,0,31,9,28,8,0,29,28,0,43,0,0,15,0,0,0,9,0,0,50,11,27,10,16,0,50,37,0,14,0,8,0,0,0,12,39,0,26,10,0,23,0,30,21,0,18,0,23,0,0,0,79,42,0,8,38,17,0,18,0,0
2018-09-01,25,0,27,13,37,24,18,7,0,47,54,0,28,0,19,0,51,0,0,0,12,24,24,6,26,9,15,0,24,24,0,20,37,0,0,0,18,0,33,13,0,9,61,33,0,85,27,38,0,80,22,0,100,0,25,31,0,8,18,8,22,17,0,0
2018-10-01,22,0,25,0,21,26,22,7,22,0,0,46,26,17,36,0,24,0,17,8,22,0,23,6,0,0,14,0,67,23,0,29,18,0,0,0,0,0,39,0,24,9,0,21,0,0,13,18,17,0,41,0,0,0,48,20,8,0,17,12,0,14,0,0
2018-11-01,14,0,26,0,29,24,27,7,0,19,27,49,28,17,0,15,0,0,0,0,11,24,24,6,26,9,15,0,24,0,0,39,19,0,0,0,0,24,62,0,0,14,0,44,19,0,30,19,18,0,21,80,0,0,75,20,0,0,37,16,22,12,68,0
2018-12-01,19,0,26,0,22,12,23,0,0,31,0,0,0,0,18,15,25,0,17,0,11,0,24,12,0,0,0,0,35,23,0,21,55,0,0,0,0,0,61,12,25,19,0,29,18,0,10,19,17,0,21,0,98,0,37,40,8,8,18,8,22,15,0,0
