date,Apple,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2017-02-01,4,0,2,3,5,10,10,13,10,15,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,15,0,0,18,0,17,0,11,0,0,0,0,2,0,0,4,0,0
2017-03-01,1,0,2,2,4,0,8,0,0,0,7,0,0,0,18,22,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,52,10,28,0,19,7,2,0,29,0,7,0
2017-04-01,2,0,2,2,5,0,10,13,0,0,8,0,12,0,0,0,0,0,0,25,0,0,22,5,0,0,0,0,0,0,0,0,16,0,0,0,12,2,0,0,4,0,0
2017-05-01,0,0,2,4,6,10,0,0,0,15,0,4,0,0,0,0,0,4,0,47,0,0,23,5,0,0,0,0,0,0,9,64,9,36,2,0,13,0,0,0,0,6,0
2017-06-01,3,0,0,3,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,48,0,0,16,3,0,0,21,10,0,9,0,0,0,18,3,0,0,0,6,0
2017-07-01,4,0,3,2,13,19,0,16,0,0,0,0,14,0,0,0,0,4,0,18,0,0,26,6,0,17,0,0,21,44,21,0,34,0,3,0,10,3,23,0,0,6,0
2017-08-01,3,0,4,2,3,9,9,13,9,0,8,0,0,0,20,0,0,3,0,22,0,0,42,5,91,0,0,0,17,18,8,0,21,0,4,23,0,0,0,0,4,5,0
2017-09-01,2,20,2,2,5,0,0,14,10,0,0,0,32,0,0,0,0,4,0,16,0,0,0,0,0,15,3,0,0,0,9,0,12,0,0,25,13,2,0,36,4,6,0
2017-10-01,4,0,2,5,9,10,20,14,10,0,0,0,12,0,0,27,0,3,0,15,0,0,0,5,0,15,3,0,0,0,9,0,17,0,2,24,17,2,0,71,4,6,0
2017-11-01,4,0,2,3,4,10,10,14,0,0,8,0,0,0,0,0,0,3,0,15,0,0,0,5,0,15,0,0,0,0,9,0,17,0,0,0,0,0,0,0,4,8,0
2017-12-01,5,0,0,2,0,0,13,0,0,0,0,0,24,0,0,0,0,0,0,0,56,0,0,0,0,20,0,0,0,25,0,82,22,0,0,0,0,0,26,46,11,0,0
2018-01-01,4,20,4,2,6,10,10,0,10,0,0,0,0,0,22,0,0,0,0,24,45,0,47,11,100,0,0,0,0,0,0,0,12,0,0,0,9,2,0,0,6,6,0
2018-02-01,2,0,0,2,4,0,0,14,10,0,0,0,0,0,0,0,0,0,0,23,44,0,0,0,0,0,0,38,19,20,9,0,9,0,0,0,8,0,20,0,7,20,0
2018-03-01,2,0,3,9,0,0,9,13,9,0,0,0,0,0,42,0,0,3,0,49,0,0,0,5,0,0,0,0,0,19,9,62,16,0,0,23,8,2,0,0,4,6,0
2018-04-01,4,20,5,2,10,0,0,0,0,0,0,4,0,0,0,0,0,4,0,86,0,21,0,0,0,16,0,0,0,0,0,0,22,0,2,0,9,2,0,38,7,6,0
2018-05-01,9,0,4,4,7,0,0,14,0,0,8,0,0,0,21,0,2,0,0,67,0,0,22,0,0,15,3,0,0,19,9,0,11,0,2,0,13,2,0,0,4,0,0
2018-06-01,2,0,3,2,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,66,46,0,0,0,0,0,3,0,20,0,10,0,18,0,3,0,18,3,0,57,11,12,0
2018-07-01,0,0,4,2,8,10,0,14,10,16,9,4,13,0,0,28,3,4,67,48,0,0,0,11,0,0,3,0,0,0,9,0,0,0,2,0,0,0,0,0,0,9,0
2018-08-01,2,0,4,2,3,0,14,13,0,0,0,0,0,0,0,0,0,0,0,33,0,0,31,5,0,0,3,0,0,17,8,0,31,0,2,22,23,2,18,65,4,10,0
2018-09-01,0,0,2,2,4,0,9,13,0,0,16,0,12,63,21,0,0,3,0,29,0,0,22,0,0,0,0,0,17,0,9,0,28,0,0,0,8,0,0,34,0,0,0
2018-10-01,2,0,8,2,3,0,9,13,0,0,8,0,11,0,20,0,0,0,0,33,0,0,0,0,0,14,3,0,0,0,8,0,12,0,4,0,8,2,0,33,4,5,0
2018-11-01,3,0,2,2,5,0,9,13,0,0,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,3,0,0,18,0,61,8,0,0,22,0,5,0,0,4,5,0
2018-12-01,2,0,3,2,0,0,11,0,0,0,0,0,14,0,24,0,0,4,0,17,0,0,25,0,0,17,0,0,21,0,10,0,10,0,3,0,19,0,0,0,5,16,0
